tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2000-414,Hamburg Masters,Clay,64,M,20000515,14,101735,,Q,Richard Fromberg,R,196,AUS,30.04791239,63,645,101897,,,Fernando Meligeni,L,180,BRA,29.09240246,40,826,7-5 6-3,3,R64,80,10,1,62,40,28,10,11,0,3,1,5,60,35,21,8,10,2,7
2000-414,Hamburg Masters,Clay,64,M,20000515,15,103206,,,Sebastien Grosjean,R,175,FRA,21.96303901,33,900,102148,,,Fabrice Santoro,R,178,FRA,27.43052704,26,991,7-5 7-6(2),3,R64,103,1,2,70,55,41,7,12,3,5,5,1,83,38,26,23,12,6,9
2000-414,Hamburg Masters,Clay,64,M,20000515,16,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,102223,,,Karim Alami,R,185,MAR,26.97604381,28,975,5-7 6-2 6-3,3,R64,116,4,2,90,55,41,17,14,4,6,6,3,88,43,32,21,15,5,10
2000-414,Hamburg Masters,Clay,64,M,20000515,17,101820,,,Marc Rosset,R,201,SUI,29.51950719,41,820,102839,6,,Nicolas Lapentti,R,188,ECU,23.75359343,9,1814,7-6(4) 6-3,3,R64,94,10,5,65,38,29,16,11,3,5,3,1,74,51,33,9,10,2,5
2000-414,Hamburg Masters,Clay,64,M,20000515,18,101647,,,Byron Black,R,175,ZIM,30.60643395,65,635,101543,,Q,Jeff Tarango,L,180,USA,31.4825462,62,654,7-5 3-6 6-4,3,R64,118,5,1,94,62,42,10,16,4,10,3,4,98,50,32,24,15,7,13
2000-414,Hamburg Masters,Clay,64,M,20000515,19,102456,,,Felix Mantilla,R,180,ESP,25.64271047,64,641,102227,,Q,Sargis Sargsian,R,180,ARM,26.9486653,58,679,6-3 6-4,3,R64,79,1,1,59,34,29,14,10,1,1,6,2,50,20,15,16,9,0,2
2000-414,Hamburg Masters,Clay,64,M,20000515,20,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,102610,,,Albert Costa,R,180,ESP,24.88980151,18,1327,7-6(3) 7-6(1),3,R64,95,9,2,70,32,26,25,12,2,4,2,3,89,54,37,17,12,5,7
2000-414,Hamburg Masters,Clay,64,M,20000515,21,102446,,,Andrei Medvedev,R,193,UKR,25.70568104,25,1121,103103,14,,Dominik Hrbaty,R,183,SVK,22.36002738,13,1408,6-4 7-6(7),3,R64,89,3,1,80,45,34,15,11,5,7,5,7,72,29,21,25,11,4,7
2000-414,Hamburg Masters,Clay,64,M,20000515,22,102998,,Q,Jan Michael Gambill,R,190,USA,22.9486653,72,577,102021,,,Michael Chang,R,175,USA,28.22724162,32,940,7-5 7-5,3,R64,102,14,1,78,48,35,16,12,0,1,2,2,66,43,30,13,12,0,3
2000-414,Hamburg Masters,Clay,64,M,20000515,23,103018,,,Max Mirnyi,R,196,BLR,22.85831622,57,679,102437,,Q,Adrian Voinea,R,185,ROU,25.77412731,93,444,6-3 5-7 6-4,3,R64,101,8,2,91,63,40,18,16,1,4,1,4,91,60,43,13,15,0,4
2000-414,Hamburg Masters,Clay,64,M,20000515,24,101611,4,,Cedric Pioline,R,188,FRA,30.91581109,5,2095,102562,,,Jiri Novak,R,190,CZE,25.14989733,39,836,7-6(3) 6-2,3,R64,82,6,2,61,31,23,19,10,1,2,1,2,71,44,27,13,10,2,5
2000-414,Hamburg Masters,Clay,64,M,20000515,25,102358,7,,Thomas Enqvist,R,190,SWE,26.17385353,8,1871,102344,,,Karol Kucera,R,188,SVK,26.19849418,37,841,6-3 4-6 6-4,3,R64,122,5,1,90,56,38,19,14,4,6,6,5,95,58,40,17,15,5,9
2000-414,Hamburg Masters,Clay,64,M,20000515,26,101532,,,Francisco Clavet,L,183,ESP,31.55646817,55,693,102184,,WC,David Prinosil,R,185,GER,27.18412047,129,309,6-4 6-2,3,R64,68,3,0,50,38,30,5,9,0,1,3,6,59,27,17,13,9,4,8
2000-414,Hamburg Masters,Clay,64,M,20000515,27,101774,,,Todd Martin,R,198,USA,29.85352498,23,1146,102950,,,Fernando Vicente,R,180,ESP,23.18685832,31,967,6-1 6-1,3,R64,43,6,1,36,24,20,8,7,0,0,2,2,39,19,7,8,7,2,7
2000-414,Hamburg Masters,Clay,64,M,20000515,28,102374,9,,Alex Corretja,R,180,ESP,26.09445585,11,1702,102644,,,Franco Squillari,L,183,ARG,24.73100616,43,814,6-3 6-2,3,R64,86,5,1,54,25,20,17,9,3,4,4,3,60,30,22,9,8,3,7
2000-414,Hamburg Masters,Clay,64,M,20000515,29,102306,,WC,Michael Kohlmann,R,188,GER,26.34086242,179,192,103163,16,,Tommy Haas,R,188,GER,22.11635866,19,1255,7-6(6) 6-4,3,R64,88,11,2,73,42,30,18,11,6,8,6,5,75,32,23,21,11,5,8
2000-414,Hamburg Masters,Clay,64,M,20000515,30,102701,,,Marcelo Rios,L,175,CHI,24.38603696,20,1213,102765,,,Nicolas Escude,R,185,FRA,24.11498973,21,1179,6-4 6-1,3,R64,62,0,4,48,21,17,18,8,5,5,5,4,54,19,14,13,9,3,7
2000-414,Hamburg Masters,Clay,64,M,20000515,31,103264,,,Mariano Puerta,L,180,ARG,21.65366188,30,974,102905,,,Stefan Koubek,L,175,AUT,23.36481862,29,974,6-4 6-2,3,R64,77,1,0,56,35,28,12,9,1,1,6,2,76,42,24,18,9,8,11
2000-414,Hamburg Masters,Clay,64,M,20000515,32,102854,,,Sjeng Schalken,R,193,NED,23.68240931,44,811,102338,2,,Yevgeny Kafelnikov,R,190,RUS,26.23682409,3,2821,6-4 6-3,3,R64,64,10,2,49,26,23,14,9,0,0,0,0,69,41,27,13,10,5,8
2000-414,Hamburg Masters,Clay,64,M,20000515,33,103324,,,Arnaud Di Pasquale,R,185,FRA,21.25667351,54,706,101948,1,,Pete Sampras,R,185,USA,28.75838467,2,3308,6-4 6-4,3,R32,78,4,2,67,48,35,12,10,4,4,4,4,55,37,29,7,10,2,4
2000-414,Hamburg Masters,Clay,64,M,20000515,34,102318,,Q,Andrei Pavel,R,183,ROU,26.29705681,70,578,103507,15,,Juan Carlos Ferrero,R,183,ESP,20.25462012,16,1360,6-4 6-4,3,R32,95,4,0,84,58,37,12,10,9,11,3,0,63,44,26,8,10,2,6
2000-414,Hamburg Masters,Clay,64,M,20000515,35,103151,,,Mariano Zabaleta,R,183,ARG,22.20944559,38,837,103720,10,,Lleyton Hewitt,R,180,AUS,19.21971253,10,1748,5-7 6-3 6-2,3,R32,128,4,6,94,54,39,20,15,2,5,1,4,88,54,33,16,14,3,8
2000-414,Hamburg Masters,Clay,64,M,20000515,36,102450,8,,Tim Henman,R,185,GBR,25.68925394,12,1661,102259,,,Jerome Golmard,L,188,FRA,26.68035592,88,459,2-6 6-4 6-1,3,R32,109,9,3,76,44,34,17,13,2,4,1,2,70,40,26,18,12,4,7
2000-414,Hamburg Masters,Clay,64,M,20000515,37,102796,3,,Magnus Norman,R,188,SWE,23.95893224,4,2785,102783,,WC,Rainer Schuettler,R,180,GER,24.05475702,78,534,3-6 6-3 6-1,3,R32,125,6,0,69,49,36,9,12,2,4,4,4,103,58,32,23,13,13,18
2000-414,Hamburg Masters,Clay,64,M,20000515,38,101962,13,,Younes El Aynaoui,R,193,MAR,28.67351129,15,1377,103252,,Q,Alberto Martin,R,175,ESP,21.7357974,75,547,6-3 6-1,3,R32,59,7,4,60,38,28,10,8,2,3,1,4,46,30,16,5,8,3,8
2000-414,Hamburg Masters,Clay,64,M,20000515,39,101965,,,Wayne Ferreira,R,185,RSA,28.66529774,52,717,101735,,Q,Richard Fromberg,R,196,AUS,30.04791239,63,645,6-4 3-6 7-6(2),3,R32,125,3,2,84,48,38,21,15,0,2,11,1,115,72,45,25,16,7,9
2000-414,Hamburg Masters,Clay,64,M,20000515,40,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,103206,,,Sebastien Grosjean,R,175,FRA,21.96303901,33,900,6-1 3-6 6-3,3,R32,95,5,1,93,54,33,16,13,7,12,0,1,73,53,28,7,12,3,10
2000-414,Hamburg Masters,Clay,64,M,20000515,41,101820,,,Marc Rosset,R,201,SUI,29.51950719,41,820,101647,,,Byron Black,R,175,ZIM,30.60643395,65,635,6-3 6-2,3,R32,69,7,5,42,25,21,6,8,0,2,0,1,71,52,21,11,9,9,15
2000-414,Hamburg Masters,Clay,64,M,20000515,42,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,102456,,,Felix Mantilla,R,180,ESP,25.64271047,64,641,6-3 6-0,3,R32,63,9,0,42,24,20,12,8,0,0,3,1,59,36,17,12,7,6,10
2000-414,Hamburg Masters,Clay,64,M,20000515,43,102446,,,Andrei Medvedev,R,193,UKR,25.70568104,25,1121,102998,,Q,Jan Michael Gambill,R,190,USA,22.9486653,72,577,1-6 7-5 6-2,3,R32,127,4,3,90,56,39,16,13,7,9,7,2,93,60,37,20,14,5,8
2000-414,Hamburg Masters,Clay,64,M,20000515,44,101611,4,,Cedric Pioline,R,188,FRA,30.91581109,5,2095,103018,,,Max Mirnyi,R,196,BLR,22.85831622,57,679,7-6(5) 6-3,3,R32,92,5,0,68,41,33,15,10,1,1,7,1,90,68,45,9,11,9,11
2000-414,Hamburg Masters,Clay,64,M,20000515,45,101532,,,Francisco Clavet,L,183,ESP,31.55646817,55,693,102358,7,,Thomas Enqvist,R,190,SWE,26.17385353,8,1871,7-6(3) 6-4,3,R32,118,0,3,88,54,40,15,11,5,6,6,4,95,49,33,22,11,5,7
2000-414,Hamburg Masters,Clay,64,M,20000515,46,102374,9,,Alex Corretja,R,180,ESP,26.09445585,11,1702,101774,,,Todd Martin,R,198,USA,29.85352498,23,1146,6-3 6-2,3,R32,94,3,3,56,25,19,21,9,6,6,7,0,68,39,25,11,8,9,12
2000-414,Hamburg Masters,Clay,64,M,20000515,47,102701,,,Marcelo Rios,L,175,CHI,24.38603696,20,1213,102306,,WC,Michael Kohlmann,R,188,GER,26.34086242,179,192,6-1 6-0,3,R32,49,4,1,43,24,20,11,7,0,0,0,4,41,22,12,4,6,2,7
2000-414,Hamburg Masters,Clay,64,M,20000515,48,103264,,,Mariano Puerta,L,180,ARG,21.65366188,30,974,102854,,,Sjeng Schalken,R,193,NED,23.68240931,44,811,6-4 6-4,3,R32,90,2,1,61,37,26,19,10,2,2,5,2,66,33,24,17,10,2,4
2000-414,Hamburg Masters,Clay,64,M,20000515,49,102318,,Q,Andrei Pavel,R,183,ROU,26.29705681,70,578,103324,,,Arnaud Di Pasquale,R,185,FRA,21.25667351,54,706,6-3 7-6(6),3,R16,76,2,0,57,46,29,8,10,0,2,1,1,67,47,25,11,11,1,5
2000-414,Hamburg Masters,Clay,64,M,20000515,50,103151,,,Mariano Zabaleta,R,183,ARG,22.20944559,38,837,102450,8,,Tim Henman,R,185,GBR,25.68925394,12,1661,7-5 6-3,3,R16,119,2,2,77,44,27,17,11,5,8,3,3,69,35,19,16,10,6,11
2000-414,Hamburg Masters,Clay,64,M,20000515,51,102796,3,,Magnus Norman,R,188,SWE,23.95893224,4,2785,101962,13,,Younes El Aynaoui,R,193,MAR,28.67351129,15,1377,3-6 6-1 6-4,3,R16,94,7,0,72,47,38,14,13,3,5,7,1,73,48,31,12,13,1,5
2000-414,Hamburg Masters,Clay,64,M,20000515,52,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,101965,,,Wayne Ferreira,R,185,RSA,28.66529774,52,717,6-1 6-2,3,R16,52,2,0,50,32,23,11,8,1,1,0,1,44,24,14,8,7,0,4
2000-414,Hamburg Masters,Clay,64,M,20000515,53,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,101820,,,Marc Rosset,R,201,SUI,29.51950719,41,820,6-4 7-5,3,R16,83,7,1,61,35,28,13,11,3,5,1,5,60,34,22,13,11,3,7
2000-414,Hamburg Masters,Clay,64,M,20000515,54,101611,4,,Cedric Pioline,R,188,FRA,30.91581109,5,2095,102446,,,Andrei Medvedev,R,193,UKR,25.70568104,25,1121,4-6 6-2 6-3,3,R16,117,3,0,86,46,33,17,14,3,7,6,4,80,46,31,13,13,7,13
2000-414,Hamburg Masters,Clay,64,M,20000515,55,101532,,,Francisco Clavet,L,183,ESP,31.55646817,55,693,102374,9,,Alex Corretja,R,180,ESP,26.09445585,11,1702,6-4 6-1,3,R16,87,1,0,44,28,22,13,9,0,1,4,2,53,33,21,6,8,5,9
2000-414,Hamburg Masters,Clay,64,M,20000515,56,102701,,,Marcelo Rios,L,175,CHI,24.38603696,20,1213,103264,,,Mariano Puerta,L,180,ARG,21.65366188,30,974,7-6(4) 6-0,3,R16,86,7,5,67,32,20,20,9,3,5,4,3,70,45,23,10,9,4,9
2000-414,Hamburg Masters,Clay,64,M,20000515,57,102318,,Q,Andrei Pavel,R,183,ROU,26.29705681,70,578,103151,,,Mariano Zabaleta,R,183,ARG,22.20944559,38,837,7-5 6-4,3,QF,111,1,0,78,56,31,12,11,6,10,5,3,73,40,24,12,11,6,12
2000-414,Hamburg Masters,Clay,64,M,20000515,58,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,102796,3,,Magnus Norman,R,188,SWE,23.95893224,4,2785,6-4 6-2,3,QF,69,2,2,51,29,19,13,9,1,3,0,0,53,32,15,10,9,3,8
2000-414,Hamburg Masters,Clay,64,M,20000515,59,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,101611,4,,Cedric Pioline,R,188,FRA,30.91581109,5,2095,7-6(4) 4-6 6-3,3,QF,127,11,2,114,61,47,29,16,1,2,6,2,93,59,42,23,15,1,2
2000-414,Hamburg Masters,Clay,64,M,20000515,60,102701,,,Marcelo Rios,L,175,CHI,24.38603696,20,1213,101532,,,Francisco Clavet,L,183,ESP,31.55646817,55,693,6-4 6-3,3,QF,80,4,0,54,28,24,13,10,2,4,1,2,62,31,17,17,9,5,9
2000-414,Hamburg Masters,Clay,64,M,20000515,61,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,102318,,Q,Andrei Pavel,R,183,ROU,26.29705681,70,578,6-3 6-3,3,SF,67,4,0,53,34,21,8,9,3,7,1,2,60,47,19,5,9,3,10
2000-414,Hamburg Masters,Clay,64,M,20000515,62,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,102701,,,Marcelo Rios,L,175,CHI,24.38603696,20,1213,7-6(8) 6-2,3,SF,91,6,3,70,33,30,19,10,3,4,4,2,86,55,33,16,10,4,7
2000-414,Hamburg Masters,Clay,64,M,20000515,63,102856,5,,Gustavo Kuerten,R,190,BRA,23.67693361,7,1887,103498,12,,Marat Safin,R,193,RUS,20.29842574,14,1387,6-4 5-7 6-4 5-7 7-6(3),5,F,232,7,1,165,86,64,41,28,4,11,13,2,177,94,66,38,28,4,11
2000-410,Monte Carlo Masters,Clay,64,M,20000417,1,102338,1,,Yevgeny Kafelnikov,R,190,RUS,26.16016427,3,2831,101888,,,Daniel Vacek,R,190,CZE,29.045859,46,794,6-3 6-3,3,R64,62,2,1,58,27,20,16,9,2,4,3,2,56,34,20,7,9,1,6
2000-410,Monte Carlo Masters,Clay,64,M,20000417,2,103103,,,Dominik Hrbaty,R,183,SVK,22.28336756,24,1080,103324,,,Arnaud Di Pasquale,R,185,FRA,21.18001369,39,830,6-2 7-5,3,R64,80,7,5,61,36,30,10,10,2,3,6,1,86,66,37,8,10,8,12
2000-410,Monte Carlo Masters,Clay,64,M,20000417,3,103096,,,Arnaud Clement,R,173,FRA,22.33264887,59,686,101964,,WC,Goran Ivanisevic,L,193,CRO,28.59411362,61,648,6-0 6-7(6) 6-4,3,R64,135,5,4,106,62,42,20,14,5,8,9,8,111,53,34,22,14,7,14
2000-410,Monte Carlo Masters,Clay,64,M,20000417,4,103151,15,,Mariano Zabaleta,R,183,ARG,22.13278576,23,1121,102434,,,Vincent Spadea,R,183,USA,25.7467488,34,916,6-2 1-6 7-5,3,R64,117,6,0,81,42,31,20,13,5,9,5,3,94,54,35,18,14,10,15
2000-410,Monte Carlo Masters,Clay,64,M,20000417,5,102374,9,,Alex Corretja,R,180,ESP,26.01779603,13,1506,102238,,Q,Alberto Berasategui,R,173,ESP,26.80355921,65,613,7-6(5) 6-1,3,R64,104,3,0,69,37,31,18,10,4,4,0,1,68,53,35,6,9,4,6
2000-410,Monte Carlo Masters,Clay,64,M,20000417,6,102148,,,Fabrice Santoro,R,178,FRA,27.35386721,30,963,101969,,Q,Orlin Stanoytchev,R,185,BUL,28.56399726,97,413,6-4 6-2,3,R64,76,3,0,49,32,25,7,9,1,3,1,7,66,34,21,12,9,5,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,7,103428,,Q,Juan Ignacio Chela,R,190,ARG,20.63244353,84,510,101826,,Q,Alex Lopez Moron,R,175,ESP,29.3853525,117,342,7-5 1-6 7-6(5),3,R64,131,11,2,108,56,42,22,16,8,13,2,1,102,70,47,15,15,5,8
2000-410,Monte Carlo Masters,Clay,64,M,20000417,8,102450,7,,Tim Henman,R,185,GBR,25.61259411,10,1720,101820,,,Marc Rosset,R,201,SUI,29.44284736,45,804,6-3 6-2,3,R64,77,7,1,63,40,30,10,9,7,8,1,2,53,38,20,6,8,7,11
2000-410,Monte Carlo Masters,Clay,64,M,20000417,9,102644,,,Franco Squillari,L,183,ARG,24.65434634,41,822,102839,4,,Nicolas Lapentti,R,188,ECU,23.67693361,6,1995,6-2 7-6(5),3,R64,103,3,3,71,46,33,9,10,4,6,4,1,68,40,27,10,10,2,6
2000-410,Monte Carlo Masters,Clay,64,M,20000417,10,101897,,,Fernando Meligeni,L,180,BRA,29.01574264,28,977,102247,,WC,Andrea Gaudenzi,R,183,ITA,26.71594798,77,538,7-6(2) 6-4,3,R64,84,13,1,66,35,28,20,11,1,2,4,2,67,37,27,18,11,2,4
2000-410,Monte Carlo Masters,Clay,64,M,20000417,11,103507,,,Juan Carlos Ferrero,R,183,ESP,20.1779603,29,964,101532,,,Francisco Clavet,L,183,ESP,31.47980835,52,736,6-2 6-4,3,R64,86,0,1,51,28,20,14,9,2,4,0,4,65,37,26,7,9,5,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,12,102271,,,Hicham Arazi,L,175,MAR,26.49418207,26,1048,103163,13,,Tommy Haas,R,188,GER,22.03969884,17,1196,3-6 6-1 6-1,3,R64,99,10,1,81,55,38,16,11,7,8,2,6,88,46,30,17,12,9,14
2000-410,Monte Carlo Masters,Clay,64,M,20000417,13,102227,,,Sargis Sargsian,R,180,ARM,26.87200548,56,699,101962,11,,Younes El Aynaoui,R,193,MAR,28.59685147,16,1291,7-6(1) 4-2 RET,3,R64,91,1,0,78,60,38,8,9,8,10,4,1,60,37,24,10,9,6,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,14,102369,,Q,Julien Boutter,R,190,FRA,26.03422313,134,297,102021,,,Michael Chang,R,175,USA,28.15058179,32,944,6-2 6-4,3,R64,93,6,2,60,31,23,16,9,3,4,3,0,65,37,24,8,9,6,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,15,103292,,,Gaston Gaudio,R,175,ARG,21.35523614,62,645,103498,,,Marat Safin,R,193,RUS,20.22176591,33,921,7-6(5) 6-0,3,R64,79,0,1,64,43,31,11,9,4,5,8,3,65,35,23,9,9,5,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,16,102456,,,Felix Mantilla,R,180,ESP,25.56605065,47,793,102701,5,,Marcelo Rios,L,175,CHI,24.30937714,8,1769,6-4 0-6 6-2,3,R64,93,0,1,63,41,24,16,12,1,4,7,4,79,41,23,11,12,6,13
2000-410,Monte Carlo Masters,Clay,64,M,20000417,17,102358,6,,Thomas Enqvist,R,190,SWE,26.0971937,9,1740,102642,,WC,Cyril Saulnier,R,190,FRA,24.67077344,132,300,6-3 6-2,3,R64,56,3,1,44,25,22,14,9,0,0,2,2,43,22,12,13,8,2,5
2000-410,Monte Carlo Masters,Clay,64,M,20000417,18,101990,,,Richard Krajicek,R,196,NED,28.36413415,43,808,102950,,,Fernando Vicente,R,180,ESP,23.11019849,31,957,7-5 6-1,3,R64,63,9,3,52,28,23,15,10,0,1,1,3,61,31,19,15,9,5,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,19,102259,,,Jerome Golmard,L,188,FRA,26.6036961,67,591,102162,,,Chris Woodruff,R,188,USA,27.2881588,38,835,6-4 6-2,3,R64,83,6,3,62,44,31,10,9,2,2,7,2,73,42,27,13,9,5,8
2000-410,Monte Carlo Masters,Clay,64,M,20000417,20,102610,12,,Albert Costa,R,180,ESP,24.81314168,19,1160,102783,,,Rainer Schuettler,R,180,GER,23.97809719,69,573,6-4 6-4,3,R64,78,0,1,60,40,25,10,10,6,9,3,5,62,33,17,15,10,5,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,21,101965,,,Wayne Ferreira,R,185,RSA,28.58863792,48,769,102882,14,,Mark Philippoussis,R,196,AUS,23.44147844,18,1179,6-4 7-5,3,R64,54,2,2,67,33,25,22,11,2,3,8,4,73,41,28,13,11,4,7
2000-410,Monte Carlo Masters,Clay,64,M,20000417,22,102104,,Q,Christian Ruud,R,188,NOR,27.64681725,93,428,103714,,,Andreas Vinciguerra,L,180,SWE,19.15674196,53,724,4-6 7-5 6-1,3,R64,95,1,0,81,65,39,8,14,3,8,8,3,108,62,36,19,15,12,20
2000-410,Monte Carlo Masters,Clay,64,M,20000417,23,102223,,,Karim Alami,R,185,MAR,26.89938398,44,805,102563,,,Thomas Johansson,R,180,SWE,25.06776181,60,659,6-3 6-2,3,R64,70,6,1,55,22,16,24,9,1,1,0,1,52,30,20,9,9,0,3
2000-410,Monte Carlo Masters,Clay,64,M,20000417,24,102796,3,,Magnus Norman,R,188,SWE,23.88227242,5,2275,102287,,Q,Albert Portas,R,188,ESP,26.4202601,82,517,3-6 6-3 6-4,3,R64,95,7,0,83,56,40,14,14,4,7,4,1,80,49,32,16,14,1,5
2000-410,Monte Carlo Masters,Clay,64,M,20000417,25,101611,8,,Cedric Pioline,R,188,FRA,30.83915127,12,1581,101723,,,Magnus Larsson,R,193,SWE,30.06433949,36,905,6-2 6-2,3,R64,56,7,2,43,28,22,9,8,3,4,1,0,54,41,18,6,8,6,11
2000-410,Monte Carlo Masters,Clay,64,M,20000417,26,102562,,,Jiri Novak,R,190,CZE,25.07323751,37,862,103819,,,Roger Federer,R,185,SUI,18.69130732,49,767,6-1 2-6 7-5,3,R64,106,2,0,78,59,39,10,13,3,6,4,7,105,58,35,20,14,14,19
2000-410,Monte Carlo Masters,Clay,64,M,20000417,27,102765,,,Nicolas Escude,R,185,FRA,24.03832991,20,1145,101902,,Q,Stephane Huet,L,180,FRA,28.98015058,115,346,4-6 6-1 6-2,3,R64,102,9,7,85,33,27,28,13,3,5,1,2,75,45,23,15,12,3,8
2000-410,Monte Carlo Masters,Clay,64,M,20000417,28,101792,,,Slava Dosedel,R,183,CZE,29.67556468,51,762,102257,10,,Greg Rusedski,L,193,GBR,26.61190965,15,1339,6-4 6-7(3) 6-1,3,R64,127,5,5,92,62,44,16,15,6,8,6,3,98,55,33,20,14,9,14
2000-410,Monte Carlo Masters,Clay,64,M,20000417,29,102845,,,Carlos Moya,R,190,ESP,23.6386037,35,914,102905,16,,Stefan Koubek,L,175,AUT,23.2881588,22,1139,1-6 6-3 6-0,3,R64,76,6,3,71,42,31,16,11,6,8,2,3,67,47,30,8,11,4,8
2000-410,Monte Carlo Masters,Clay,64,M,20000417,30,102854,,,Sjeng Schalken,R,193,NED,23.60574949,50,763,102035,,WC,Jonas Bjorkman,R,183,SWE,28.06844627,85,506,6-4 6-2,3,R64,76,7,3,60,29,26,13,9,5,6,0,1,59,36,22,9,9,4,8
2000-410,Monte Carlo Masters,Clay,64,M,20000417,31,102446,,,Andrei Medvedev,R,193,UKR,25.62902122,27,1013,103206,,,Sebastien Grosjean,R,175,FRA,21.88637919,25,1075,2-6 6-0 6-3,3,R64,96,3,2,91,53,33,14,12,8,13,1,2,83,46,23,14,11,7,14
2000-410,Monte Carlo Masters,Clay,64,M,20000417,32,102344,,,Karol Kucera,R,188,SVK,26.12183436,42,819,102856,2,,Gustavo Kuerten,R,190,BRA,23.60027379,4,2455,6-4 0-6 6-2,3,R64,94,5,6,80,43,32,15,12,6,9,4,3,69,40,28,6,11,3,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,33,103103,,,Dominik Hrbaty,R,183,SVK,22.28336756,24,1080,102338,1,,Yevgeny Kafelnikov,R,190,RUS,26.16016427,3,2831,6-3 5-7 6-4,3,R32,102,4,1,91,56,33,18,16,4,10,5,2,96,61,31,18,15,6,13
2000-410,Monte Carlo Masters,Clay,64,M,20000417,34,103096,,,Arnaud Clement,R,173,FRA,22.33264887,59,686,103151,15,,Mariano Zabaleta,R,183,ARG,22.13278576,23,1121,6-7(3) 6-0 7-5,3,R32,176,6,6,120,70,47,24,15,11,13,1,2,112,57,35,25,15,7,13
2000-410,Monte Carlo Masters,Clay,64,M,20000417,35,102374,9,,Alex Corretja,R,180,ESP,26.01779603,13,1506,102148,,,Fabrice Santoro,R,178,FRA,27.35386721,30,963,6-0 6-4,3,R32,88,2,1,57,24,17,20,8,7,8,1,2,65,36,20,10,8,9,14
2000-410,Monte Carlo Masters,Clay,64,M,20000417,36,103428,,Q,Juan Ignacio Chela,R,190,ARG,20.63244353,84,510,102450,7,,Tim Henman,R,185,GBR,25.61259411,10,1720,6-2 4-6 6-3,3,R32,120,1,7,91,47,36,20,14,8,11,2,4,77,34,24,20,13,5,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,37,102644,,,Franco Squillari,L,183,ARG,24.65434634,41,822,101897,,,Fernando Meligeni,L,180,BRA,29.01574264,28,977,6-2 6-4,3,R32,74,2,3,54,28,20,13,9,3,5,1,1,54,32,17,10,9,4,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,38,103507,,,Juan Carlos Ferrero,R,183,ESP,20.1779603,29,964,102271,,,Hicham Arazi,L,175,MAR,26.49418207,26,1048,6-0 6-3,3,R32,62,0,3,54,28,18,13,8,3,6,0,1,39,20,6,4,7,3,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,39,102369,,Q,Julien Boutter,R,190,FRA,26.03422313,134,297,102227,,,Sargis Sargsian,R,180,ARM,26.87200548,56,699,6-2 6-3,3,R32,56,4,1,48,32,25,10,9,1,2,0,1,43,27,16,5,8,2,6
2000-410,Monte Carlo Masters,Clay,64,M,20000417,40,103292,,,Gaston Gaudio,R,175,ARG,21.35523614,62,645,102456,,,Felix Mantilla,R,180,ESP,25.56605065,47,793,6-3 7-5,3,R32,98,3,2,64,36,22,16,10,5,8,1,2,73,41,21,13,11,4,10
2000-410,Monte Carlo Masters,Clay,64,M,20000417,41,101990,,,Richard Krajicek,R,196,NED,28.36413415,43,808,102358,6,,Thomas Enqvist,R,190,SWE,26.0971937,9,1740,7-5 6-1,3,R32,68,19,1,54,38,30,7,9,2,3,2,0,63,39,22,11,10,4,9
2000-410,Monte Carlo Masters,Clay,64,M,20000417,42,102610,12,,Albert Costa,R,180,ESP,24.81314168,19,1160,102259,,,Jerome Golmard,L,188,FRA,26.6036961,67,591,2-6 6-4 6-2,3,R32,122,3,0,90,61,40,16,13,3,6,10,5,87,46,32,18,13,6,10
